epoch,acc,loss,val_acc,val_loss
54,0.8023000000190735,0.5783944553279877,0.729,0.8110786140441895
55,0.8053199999809265,0.567855701713562,0.711,0.8623252305984497
56,0.8064599999809265,0.5625295533561706,0.7163,0.8557594017028809
57,0.8095800000190735,0.5552444506263733,0.7076,0.8587045473098754
58,0.8127000000190735,0.5453458919334412,0.6934,0.9188536464691162
59,0.8156999999809265,0.5384155517005921,0.7199,0.8436060405731202
60,0.8182999999809265,0.5295304891586303,0.721,0.8420782768249512
61,0.8216199999809265,0.5218815515327454,0.717,0.8641741376876831
62,0.8251599999809265,0.5157631332206726,0.7078,0.8866191484451293
63,0.8257999999809266,0.5070961079597474,0.7238,0.8299899690628052
64,0.8307200000381469,0.4987748264503479,0.7172,0.8725748313903808
65,0.8315999999809265,0.49184822835922243,0.7204,0.8415468121528625
66,0.833460000038147,0.484717243270874,0.7162,0.8852726593017578
67,0.8379,0.47686761125564575,0.7234,0.8570808777809144
68,0.8386,0.46974789457321164,0.7021,0.9358836137771607
69,0.8411599999809265,0.4630482123374939,0.7252,0.833571462059021
70,0.845059999961853,0.4550219287490845,0.7334,0.8312531307220459
71,0.846820000038147,0.4494034021759033,0.7224,0.873764466381073
72,0.8499000000190735,0.44079017765045164,0.7321,0.8420570295333862
73,0.852159999961853,0.4339148192214966,0.7333,0.8398872542381287
74,0.854439999961853,0.42751057908058165,0.7227,0.8628509608268737
75,0.8564800000190735,0.4193853407859802,0.7317,0.8400134137153625
76,0.859300000038147,0.4125320447731018,0.7296,0.867564677619934
77,0.8622999999809265,0.40386236284255983,0.719,0.9113410581588746
78,0.863140000038147,0.3998079204082489,0.714,0.9357595569610596
79,0.8681599999809265,0.392752300157547,0.7058,0.9550738716125489
80,0.868940000038147,0.38590675640106203,0.7279,0.8545492595672607
81,0.8716,0.3785566811275482,0.7329,0.8559087200164794
82,0.873359999961853,0.3731150526237488,0.7283,0.8770429042816162
83,0.876080000038147,0.36523765556335447,0.7107,0.9348194869995117
84,0.8784400000190735,0.36090495825767516,0.7307,0.8878788414001465
85,0.880980000038147,0.3525934262084961,0.731,0.8796430740356446
86,0.8842800000190735,0.34679212723731995,0.729,0.9089632488250733
87,0.88666,0.3407625975513458,0.7295,0.9023550894737243
88,0.88818,0.3335794076538086,0.7354,0.8867382301330566
89,0.8886000000190735,0.3278399269580841,0.7077,0.9697797554016113
90,0.893460000038147,0.321959241733551,0.7256,0.9418420171737671
91,0.8954200000381469,0.31442864869117737,0.7292,0.920579264831543
92,0.8985200000190735,0.30768266481399537,0.715,0.9875514659881591
93,0.899879999961853,0.30200850393295287,0.7301,0.9337440019607544
94,0.9025600000190734,0.29584259136199953,0.7298,0.9573991237640381
95,0.904819999961853,0.2891765537452698,0.7297,0.9677010843276977
96,0.9072000000381469,0.2838381583595276,0.7268,0.9686942485809327
97,0.909339999961853,0.27870223306655884,0.7258,0.9828584716796875
98,0.90922,0.2730986349773407,0.7292,0.9756545364379883
99,0.91342,0.2668967954158783,0.735,0.9517357374191284
